"Deforestation";"Elevation";"Slope";"Dist_River";"Dist_Road"
1;288;2.08670234680176;3.25269116210938;5.67978857421875
0;362;0.757441759109497;11.0308662109375;5.47083154296875
0;320;1.86607801914215;5.92368115234375;117.0710859375
0;414;4.52063751220703;7.6;60.5152890625
0;326;6.07549238204956;5.7035078125;88.722546875
0;318;0.745613276958466;2.35372045898438;83.212078125
0;339;9.77074146270752;1.56524755859375;56.8
0;360;6.13271474838257;4.40454296875;4.96487646484375
0;394;4.15789699554443;1.1;47.38291015625
0;306;1.11362397670746;3.52278295898438;5.63205126953125
0;522;0.516216993331909;8.800568359375;31.2648359375
0;443;2.99752473831177;5.23927490234375;55.78996484375
0;299;0.948575079441071;1.88679626464844;6.26258740234375
0;315;4.3844895362854;2.72946875;9.2962353515625
0;352;2.02849698066711;11.842296875;30.153275390625
1;284;2.80311322212219;11.161541015625;3.20156201171875
0;291;3.19033217430115;3.66742407226562;7.1
0;329;2.38893342018127;9.7908125;5.96657373046875
1;285;1.07968187332153;2.43310498046875;9.073587890625
0;361;2.12476301193237;7.06823876953125;73.27653125
0;366;0.717179775238037;2.81780053710938;15.6012822265625
1;318;3.41228246688843;7.01783447265625;16.456001953125
0;312;0.884200215339661;2.60768090820312;49.024484375
0;344;1.96122741699219;6.7955869140625;87.961921875
0;406;1.28675210475922;12.0652392578125;34.73240625
1;318;2.85393381118774;5.63560107421875;8.8645361328125
0;396;3.22681951522827;8.579626953125;5.805169921875
0;331;3.17294502258301;2.28035083007812;11.8848642578125
0;373;0.531341016292572;6.58559033203125;45.18075
0;423;5.51687812805176;2.60192236328125;10.3445634765625
0;457;3.55244183540344;6.74462744140625;13.20037890625
0;335;6.80216550827026;4.90917529296875;64.49868359375
0;363;1.52068877220154;5.44518115234375;25.5986328125
0;315;2.22661709785461;3.9;68.7968046875
1;411;0.919633388519287;4.83321826171875;14.6874091796875
0;365;2.81610321998596;6.5;2.9
0;347;0.755793511867523;3.67695532226562;38.333796875
0;323;2.69909620285034;4;115.8172734375
0;415;0.883120000362396;10.4307236328125;39.92755859375
0;338;2.47525405883789;7.8816240234375;99.9794453125
0;383;8.60357666015625;5.07740087890625;8.8090859375
0;291;7.32390117645264;0.4;11.9105
0;446;1.17657375335693;5.88217626953125;15.4019482421875
0;411;2.83166241645813;4.75394580078125;4.3046484375
0;267;0.459368467330933;0.223606796264648;3.93573364257812
0;427;2.61174702644348;5.50363525390625;40.04809765625
0;312;1.54038453102112;2.58069750976562;106.268578125
0;332;0.904404103755951;2.88444091796875;76.2291953125
1;274;1.56613981723785;0.4;9.090654296875
0;367;0.594053864479065;11.5974130859375;32.40771484375
0;351;2.2137451171875;4.04969140625;63.40859375
0;449;8.42769336700439;7.0576201171875;41.51590234375
1;373;1.61708199977875;2.4351591796875;11.4280361328125
0;371;1.64737462997437;5.0803544921875;26.647513671875
0;313;1.2299131155014;4.58039306640625;19.816154296875
0;417;3.60599875450134;2.35372045898438;15.9012578125
1;411;4.56239414215088;5;27.0068515625
0;516;1.36311566829681;4.90917529296875;21.86618359375
0;383;10.2903118133545;8.05294970703125;78.419703125
0;320;2.03251099586487;2.88444091796875;22.597787109375
0;311;0.924004018306732;10.9073369140625;58.64170703125
0;361;2.46905827522278;7.11688134765625;53.8250859375
0;294;2.34988570213318;5.12640234375;2.98328686523438
0;288;0.872718751430511;11.4280361328125;2.6
0;338;0.746736168861389;2.94108813476562;64.10280859375
0;465;1.48621499538422;15.243359375;12.4422666015625
1;316;1.57940936088562;0.640312438964844;47.43775
0;300;1.91265559196472;1.9;109.102703125
0;528;2.18245315551758;7.46726171875;37.42419140625
0;292;1.91331160068512;0.447213592529297;49.72574609375
0;304;1.01158845424652;0.921954467773438;44.91347265625
0;409;5.38765859603882;5.474486328125;57.03753125
1;326;2.54468846321106;0.141421356201172;1.61245153808594
0;379;1.21831560134888;3.82753173828125;26.495470703125
0;328;2.6534903049469;3.39411254882812;44.6010078125
0;343;1.79885101318359;3.51140991210938;22.53996484375
0;286;1.68918788433075;0.5;18.168654296875
0;339;7.09190607070923;0.7;61.04465625
0;354;1.19980943202972;3.98120581054688;40.25941015625
0;388;1.8376225233078;6.30634619140625;25.7
0;268;0.73821347951889;0;4.75394580078125
0;368;1.97180342674255;10.3227900390625;27.1118046875
0;486;1.07745552062988;3.76430615234375;11.22719921875
0;377;9.09529495239258;2.5;11.9920810546875
1;272;0.612994849681854;4.770744140625;5.208646484375
1;359;4.5287823677063;5.86685595703125;50.843484375
0;362;0.772031962871552;7.227724609375;37.91108203125
0;443;9.00205898284912;9.1263359375;18.196978515625
0;343;1.92985439300537;4.0607880859375;62.45518359375
0;316;0.648199677467346;2.0591259765625;89.8053984375
0;331;3.70158076286316;12.0805625;28.00660546875
0;271;1.91289794445038;5;12.7263505859375
0;415;12.4828815460205;3.46554467773438;1.26491101074219
0;401;10.6021213531494;5.31507275390625;1.40356689453125
0;461;7.30947160720825;2.80178515625;21.3241640625
0;478;2.28458619117737;7.55843896484375;57.3223359375
0;306;1.13339400291443;0.894427185058594;46.04345703125
0;334;0.632633924484253;5.5317265625;46.41777734375
0;325;0.578754663467407;0;40.79669140625
0;302;1.25339305400848;2.69072485351562;17.098537109375
0;423;2.52712059020996;4.7413076171875;6.78822509765625
0;295;2.9243860244751;0.905538513183594;31.203205078125
0;312;1.43732285499573;0;13.2098447265625
0;435;3.68533897399902;1.6;32.90775
0;395;1.62554335594177;4.38634228515625;25.8155
0;325;2.58686804771423;4.1109609375;71.7078125
0;347;2.76743292808533;3.08058447265625;63.17823828125
0;317;7.27989435195923;0.670820373535156;73.69803125
0;390;2.58512234687805;1.3928388671875;12.880994140625
0;371;1.26214146614075;1.36014709472656;16.4210234375
0;376;0.559792637825012;2.024845703125;82.86790625
0;326;2.23103308677673;5.738466796875;12.7757578125
0;325;1.31012988090515;1.83847766113281;36.61966796875
0;444;9.3031759262085;1.43178210449219;26.570849609375
0;325;2.47188973426819;1.8;108.528796875
0;300;10.4692478179932;0.781024963378906;20.1801875
0;416;1.00434982776642;4.669046875;0.8
0;343;1.39360880851746;10.5342294921875;5.692099609375
0;339;1.972292304039;4.272001953125;103.9334921875
0;350;5.02028846740723;0.141421356201172;19.312689453125
0;308;9.3145809173584;0.424264068603516;28.0919921875
0;324;1.83839201927185;6.02079736328125;78.09865625
0;475;4.39955949783325;2.3021728515625;12.224974609375
0;380;5.72461271286011;4.220189453125;25.578505859375
0;368;5.70086574554443;8.121576171875;18.93911328125
0;418;1.51645338535309;8.7091904296875;56.91546484375
0;358;1.38075399398804;5.2201533203125;22.785302734375
0;401;0.923310101032257;3.62215405273438;38.26551953125
0;339;0.610210537910461;7.90759130859375;49.92884765625
1;264;1.7327595949173;0.424264068603516;10.4307236328125
1;286;0.573572814464569;4.2;8.0777470703125
0;394;8.34610080718994;4.4;53.48990625
0;432;2.85528564453125;12.5447197265625;6.64830810546875
0;349;2.64726614952087;6.618912109375;6.23939111328125
0;330;0.425602108240128;13.9617333984375;17.14788671875
0;331;3.60631322860718;2.03960778808594;39.95422265625
0;327;2.23792362213135;1.55563488769531;19.18462890625
0;415;2.00622749328613;8.1908486328125;39.80678515625
0;371;1.21110546588898;9.5;20.5
0;454;6.69606924057007;1.38924438476562;27.6211875
0;381;2.26912260055542;4.88364599609375;35.17101171875
0;373;0.787188768386841;4.32666162109375;24.308228515625
0;333;1.63300919532776;1.42126708984375;37.1441796875
1;298;1.97291088104248;2.47386328125;17.046994140625
0;366;4.42046213150024;1.04403063964844;13.6565
0;414;9.22045421600342;2.8425341796875;22.907205078125
1;333;1.6401309967041;1.56204992675781;4.25793359375
